ReferenceImage,IconFile,BaseName,CurrentEnglishName,CurrentPolishName,Category,SubCategory,CorrectEnglishName,CorrectPolishName,Notes
"GauntletsandShields","icon_Shield_Sangmar_Heavy_Tier1.png","Shield_Sangmar_Heavy_Tier1","Shield Sangmar Heavy Tier1","Shield_Sangmar_Heavy_Tier1","Shields","","","",""
"GauntletsandShields","icon_Shield_Sangmar_Heavy_Tier2.png","Shield_Sangmar_Heavy_Tier2","Shield Sangmar Heavy Tier2","Shield_Sangmar_Heavy_Tier2","Shields","","","",""
"GauntletsandShields","icon_Shield_Sangmar_Light_Tier1.png","Shield_Sangmar_Light_Tier1","Shield Sangmar Light Tier1","Shield_Sangmar_Light_Tier1","Shields","","","",""
"GauntletsandShields","icon_Shield_Sangmar_Light_Tier2.png","Shield_Sangmar_Light_Tier2","Shield Sangmar Light Tier2","Shield_Sangmar_Light_Tier2","Shields","","","",""
"GauntletsandShields","icon_Shield_Sangmar_Light_Tier4.png","Shield_Sangmar_Light_Tier4","Shield Sangmar Light Tier4","Shield_Sangmar_Light_Tier4","Shields","","","",""
"GauntletsandShields","icon_Shield_Sangmar_Light_Tier5.png","Shield_Sangmar_Light_Tier5","Shield Sangmar Light Tier5","Shield_Sangmar_Light_Tier5","Shields","","","",""
"GauntletsandShields","icon_TournamentHeaterShield.png","TournamentHeaterShield","TournamentHeaterShield","TournamentHeaterShield","Shields","","","",""
"GauntletsandShields","icon_TournamentHeaterShield_yel_squares.png","TournamentHeaterShield_yel_squares","TournamentHeaterShield yel squares","TournamentHeaterShield_yel_squares","Shields","","","",""
"HelmetsandShoulderArmour","icon_Ailette.png","Ailette","Ailette","Ailette","Armor","Shoulders","","",""
"HelmetsandShoulderArmour","icon_BeggarsBoots.png","BeggarsBoots","BeggarsBoots","BeggarsBoots","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_BeggarsHood.png","BeggarsHood","BeggarsHood","BeggarsHood","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_BrownLinenBattleLeggings.png","BrownLinenBattleLeggings","BrownLinenBattleLeggings","BrownLinenBattleLeggings","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_BrownLinenLeggings.png","BrownLinenLeggings","BrownLinenLeggings","BrownLinenLeggings","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_BrownLinenVoyagersHood.png","BrownLinenVoyagersHood","BrownLinenVoyagersHood","BrownLinenVoyagersHood","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CattleSkinPants.png","CattleSkinPants","CattleSkinPants","CattleSkinPants","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_ChainmailCoif.png","ChainmailCoif","ChainmailCoif","ChainmailCoif","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_ChainmailLeggingswithBoots.png","ChainmailLeggingswithBoots","ChainmailLeggingswithBoots","ChainmailLeggingswithBoots","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_ChainmailLegguards.png","ChainmailLegguards","ChainmailLegguards","ChainmailLegguards","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_CoifedCeleta.png","CoifedCeleta","CoifedCeleta","CoifedCeleta","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CoifedDornwallishSkullcap.png","CoifedDornwallishSkullcap","CoifedDornwallishSkullcap","CoifedDornwallishSkullcap","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CoifedEthereanCoveredHelmet.png","CoifedEthereanCoveredHelmet","CoifedEthereanCoveredHelmet","CoifedEthereanCoveredHelmet","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CoifedEthereanHelmet.png","CoifedEthereanHelmet","CoifedEthereanHelmet","CoifedEthereanHelmet","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CoifedEthereanNasalHelmet.png","CoifedEthereanNasalHelmet","CoifedEthereanNasalHelmet","CoifedEthereanNasalHelmet","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CoifedGreatHelm.png","CoifedGreatHelm","CoifedGreatHelm","CoifedGreatHelm","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CoifedHoundskull.png","CoifedHoundskull","CoifedHoundskull","CoifedHoundskull","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CoifedSallet.png","CoifedSallet","CoifedSallet","CoifedSallet","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_CottonBattlePants.png","CottonBattlePants","CottonBattlePants","CottonBattlePants","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_DirtyWhiteLinenCap.png","DirtyWhiteLinenCap","DirtyWhiteLinenCap","DirtyWhiteLinenCap","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_DornwallishSkullcap.png","DornwallishSkullcap","DornwallishSkullcap","DornwallishSkullcap","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_FullPlateArmor.png","FullPlateArmor","FullPlateArmor","FullPlateArmor","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_Gloves_M_Sangmar_Light_01.png","Gloves_M_Sangmar_Light_01","Gloves M Sangmar Light","Gloves_M_Sangmar_Light_01","Armor","Hands","","",""
"HelmetsandShoulderArmour","icon_Glov_M_ChainmailArmoredGauntlet.png","Glov_M_ChainmailArmoredGauntlet","Glov M ChainmailArmoredGauntlet","Glov_M_ChainmailArmoredGauntlet","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_Glov_M_Glory_Heavy_Armor.png","Glov_M_Glory_Heavy_Armor","Glov M Glory Heavy Armor","Glov_M_Glory_Heavy_Armor","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_Glov_M_Glory_Heavy_Armor_Skin_1.png","Glov_M_Glory_Heavy_Armor_Skin_1","Glov M Glory Heavy Armor Skin","Glov_M_Glory_Heavy_Armor_Skin_1","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_Glov_M_Glory_Low_Armor.png","Glov_M_Glory_Low_Armor","Glov M Glory Low Armor","Glov_M_Glory_Low_Armor","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_Glov_M_Glory_Medium_Armor.png","Glov_M_Glory_Medium_Armor","Glov M Glory Medium Armor","Glov_M_Glory_Medium_Armor","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_Glov_M_ismirplyta_Arek.png","Glov_M_ismirplyta_Arek","Glov M ismirplyta Arek","Glov_M_ismirplyta_Arek","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Glov_M_ismir_heavy.png","Glov_M_ismir_heavy","Glov M ismir heavy","Glov_M_ismir_heavy","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Glov_M_Ismir_Light_01.png","Glov_M_Ismir_Light_01","Glov M Ismir Light","Glov_M_Ismir_Light_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Glov_M_Ismir_Medium_01.png","Glov_M_Ismir_Medium_01","Glov M Ismir Medium","Glov_M_Ismir_Medium_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_GoatSkinLeggings.png","GoatSkinLeggings","GoatSkinLeggings","GoatSkinLeggings","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_GreatHelm.png","GreatHelm","GreatHelm","GreatHelm","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_GreenLinenPants.png","GreenLinenPants","GreenLinenPants","GreenLinenPants","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_GreenLinenVoyagersHood.png","GreenLinenVoyagersHood","GreenLinenVoyagersHood","GreenLinenVoyagersHood","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_armor_azebian_ancient_01_heavy.png","gv_armor_azebian_ancient_01_heavy","gv armor azebian ancient 01 heavy","gv_armor_azebian_ancient_01_heavy","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_armor_azebian_ancient_01_light.png","gv_armor_azebian_ancient_01_light","gv armor azebian ancient 01 light","gv_armor_azebian_ancient_01_light","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_armor_azebian_ancient_01_medium.png","gv_armor_azebian_ancient_01_medium","gv armor azebian ancient 01 medium","gv_armor_azebian_ancient_01_medium","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_azebian_berdish.png","gv_azebian_berdish","gv azebian berdish","gv_azebian_berdish","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_azebian_berdish_2.png","gv_azebian_berdish_2","gv azebian berdish","gv_azebian_berdish_2","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_azebian_gisarm.png","gv_azebian_gisarm","gv azebian gisarm","gv_azebian_gisarm","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_azebian_helmet_roman_01.png","gv_azebian_helmet_roman_01","gv azebian helmet roman","gv_azebian_helmet_roman_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_azebian_helmet_roman_02.png","gv_azebian_helmet_roman_02","gv azebian helmet roman","gv_azebian_helmet_roman_02","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_halloween_mask.png","gv_halloween_mask","gv halloween mask","gv_halloween_mask","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_Helm_Santa_Suit.png","gv_Helm_Santa_Suit","gv Helm Santa Suit","gv_Helm_Santa_Suit","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_GV_Sallet_Skin_4.png","GV_Sallet_Skin_4","GV Sallet Skin","GV_Sallet_Skin_4","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_shield_azebian_pavis_01.png","gv_shield_azebian_pavis_01","gv shield azebian pavis","gv_shield_azebian_pavis_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_shield_azebian_pavis_02.png","gv_shield_azebian_pavis_02","gv shield azebian pavis","gv_shield_azebian_pavis_02","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_shield_azebian_pavis_03_blood.png","gv_shield_azebian_pavis_03_blood","gv shield azebian pavis 03 blood","gv_shield_azebian_pavis_03_blood","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_gv_Shoes_Santa_Suit.png","gv_Shoes_Santa_Suit","gv Shoes Santa Suit","gv_Shoes_Santa_Suit","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_GV_ShoulD_Armor_Roman_Lorica_01.png","GV_ShoulD_Armor_Roman_Lorica_01","GV ShoulD Armor Roman Lorica","GV_ShoulD_Armor_Roman_Lorica_01","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_GV_Uparm_Armor_Roman_Lorica_01.png","GV_Uparm_Armor_Roman_Lorica_01","GV Uparm Armor Roman Lorica","GV_Uparm_Armor_Roman_Lorica_01","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_01.png","Helmet_M_Azebian_01","Helmet M Azebian","Helmet_M_Azebian_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_02.png","Helmet_M_Azebian_02","Helmet M Azebian","Helmet_M_Azebian_02","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_03.png","Helmet_M_Azebian_03","Helmet M Azebian","Helmet_M_Azebian_03","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_03_Chainmailcoif.png","Helmet_M_Azebian_03_Chainmailcoif","Helmet M Azebian 03 Chainmailcoif","Helmet_M_Azebian_03_Chainmailcoif","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_03_Chainmailcoif_Mask.png","Helmet_M_Azebian_03_Chainmailcoif_Mask","Helmet M Azebian 03 Chainmailcoif Mask","Helmet_M_Azebian_03_Chainmailcoif_Mask","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_04.png","Helmet_M_Azebian_04","Helmet M Azebian","Helmet_M_Azebian_04","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_05.png","Helmet_M_Azebian_05","Helmet M Azebian","Helmet_M_Azebian_05","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_06.png","Helmet_M_Azebian_06","Helmet M Azebian","Helmet_M_Azebian_06","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_07.png","Helmet_M_Azebian_07","Helmet M Azebian","Helmet_M_Azebian_07","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_08.png","Helmet_M_Azebian_08","Helmet M Azebian","Helmet_M_Azebian_08","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_09.png","Helmet_M_Azebian_09","Helmet M Azebian","Helmet_M_Azebian_09","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_10.png","Helmet_M_Azebian_10","Helmet M Azebian","Helmet_M_Azebian_10","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_11.png","Helmet_M_Azebian_11","Helmet M Azebian","Helmet_M_Azebian_11","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_Elite_01.png","Helmet_M_Azebian_Elite_01","Helmet M Azebian Elite","Helmet_M_Azebian_Elite_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_Azebian_Turban_01.png","Helmet_M_Azebian_Turban_01","Helmet M Azebian Turban","Helmet_M_Azebian_Turban_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_bialy_kolnierz_welniany.png","Helmet_M_bialy_kolnierz_welniany","Helmet M bialy kolnierz welniany","Helmet_M_bialy_kolnierz_welniany","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_celata_kombine_szmata.png","Helmet_M_celata_kombine_szmata","Helmet M celata kombine szmata","Helmet_M_celata_kombine_szmata","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_czapka_obojczyk.png","Helmet_M_czapka_obojczyk","Helmet M czapka obojczyk","Helmet_M_czapka_obojczyk","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_czapka_obojczyk_skora.png","Helmet_M_czapka_obojczyk_skora","Helmet M czapka obojczyk skora","Helmet_M_czapka_obojczyk_skora","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_okluarowy_01.png","Helmet_M_ismir_okluarowy_01","Helmet M ismir okluarowy","Helmet_M_ismir_okluarowy_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_skora_01.png","Helmet_M_ismir_skora_01","Helmet M ismir skora","Helmet_M_ismir_skora_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_skora_02_nosal.png","Helmet_M_ismir_skora_02_nosal","Helmet M ismir skora 02 nosal","Helmet_M_ismir_skora_02_nosal","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_skora_kolnierz.png","Helmet_M_ismir_skora_kolnierz","Helmet M ismir skora kolnierz","Helmet_M_ismir_skora_kolnierz","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_spangenhelm.png","Helmet_M_ismir_spangenhelm","Helmet M ismir spangenhelm","Helmet_M_ismir_spangenhelm","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_spangenhelm_nosal.png","Helmet_M_ismir_spangenhelm_nosal","Helmet M ismir spangenhelm nosal","Helmet_M_ismir_spangenhelm_nosal","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_spangenhelm_nosal_plate.png","Helmet_M_ismir_spangenhelm_nosal_plate","Helmet M ismir spangenhelm nosal plate","Helmet_M_ismir_spangenhelm_nosal_plate","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_ismir_szmata_na_leb.png","Helmet_M_ismir_szmata_na_leb","Helmet M ismir szmata na leb","Helmet_M_ismir_szmata_na_leb","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_kettle.png","Helmet_M_kettle","Helmet M kettle","Helmet_M_kettle","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_kettle_czapka_obojczyk.png","Helmet_M_kettle_czapka_obojczyk","Helmet M kettle czapka obojczyk","Helmet_M_kettle_czapka_obojczyk","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_kettle_kolczy_obojczyk.png","Helmet_M_kettle_kolczy_obojczyk","Helmet M kettle kolczy obojczyk","Helmet_M_kettle_kolczy_obojczyk","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_kettle_pikowaniec_obojczyk.png","Helmet_M_kettle_pikowaniec_obojczyk","Helmet M kettle pikowaniec obojczyk","Helmet_M_kettle_pikowaniec_obojczyk","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_kolczy_obojczyk.png","Helmet_M_kolczy_obojczyk","Helmet M kolczy obojczyk","Helmet_M_kolczy_obojczyk","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_kolnierz_patlik.png","Helmet_M_kolnierz_patlik","Helmet M kolnierz patlik","Helmet_M_kolnierz_patlik","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_kolnierz_patlik_bialy.png","Helmet_M_kolnierz_patlik_bialy","Helmet M kolnierz patlik bialy","Helmet_M_kolnierz_patlik_bialy","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_PelnaSalada.png","Helmet_M_PelnaSalada","Helmet M PelnaSalada","Helmet_M_PelnaSalada","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_pikowaniec_obojczyk.png","Helmet_M_pikowaniec_obojczyk","Helmet M pikowaniec obojczyk","Helmet_M_pikowaniec_obojczyk","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_pikowaniec_obojczyk_skora.png","Helmet_M_pikowaniec_obojczyk_skora","Helmet M pikowaniec obojczyk skora","Helmet_M_pikowaniec_obojczyk_skora","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_salada_spyridona.png","Helmet_M_salada_spyridona","Helmet M salada spyridona","Helmet_M_salada_spyridona","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_szyszak_kombine_szmata.png","Helmet_M_szyszak_kombine_szmata","Helmet M szyszak kombine szmata","Helmet_M_szyszak_kombine_szmata","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helmet_M_zolty_kolnierz_welniany.png","Helmet_M_zolty_kolnierz_welniany","Helmet M zolty kolnierz welniany","Helmet_M_zolty_kolnierz_welniany","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_Glory_M_Heavy_Armor.png","Helm_Glory_M_Heavy_Armor","Helm Glory M Heavy Armor","Helm_Glory_M_Heavy_Armor","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_Glory_M_Low_Armor.png","Helm_Glory_M_Low_Armor","Helm Glory M Low Armor","Helm_Glory_M_Low_Armor","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_Glory_M_Medium_Armor.png","Helm_Glory_M_Medium_Armor","Helm Glory M Medium Armor","Helm_Glory_M_Medium_Armor","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_bandamka_pirat_1.png","Helm_M_bandamka_pirat_1","Helm M bandamka pirat","Helm_M_bandamka_pirat_1","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_bandamka_pirat_2.png","Helm_M_bandamka_pirat_2","Helm M bandamka pirat","Helm_M_bandamka_pirat_2","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Beggar_Linen_Coif.png","Helm_M_Beggar_Linen_Coif","Helm M Beggar Linen Coif","Helm_M_Beggar_Linen_Coif","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_czapka_piorko_Arek.png","Helm_M_czapka_piorko_Arek","Helm M czapka piorko Arek","Helm_M_czapka_piorko_Arek","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_futrzana_czapka_0.png","Helm_M_futrzana_czapka_0","Helm M futrzana czapka","Helm_M_futrzana_czapka_0","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Glory_Heavy_Armor_Skin_1.png","Helm_M_Glory_Heavy_Armor_Skin_1","Helm M Glory Heavy Armor Skin","Helm_M_Glory_Heavy_Armor_Skin_1","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Glory_Low_Armor.png","Helm_M_Glory_Low_Armor","Helm M Glory Low Armor","Helm_M_Glory_Low_Armor","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Glory_Low_Armor_Skin_1.png","Helm_M_Glory_Low_Armor_Skin_1","Helm M Glory Low Armor Skin","Helm_M_Glory_Low_Armor_Skin_1","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_ismirplyta_Arek.png","Helm_M_ismirplyta_Arek","Helm M ismirplyta Arek","Helm_M_ismirplyta_Arek","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_ismir_heavy.png","Helm_M_ismir_heavy","Helm M ismir heavy","Helm_M_ismir_heavy","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Ismir_Medium_01.png","Helm_M_Ismir_Medium_01","Helm M Ismir Medium","Helm_M_Ismir_Medium_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Kapalin_czapka.png","Helm_M_Kapalin_czapka","Helm M Kapalin czapka","Helm_M_Kapalin_czapka","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Kapalin_kaptur.png","Helm_M_Kapalin_kaptur","Helm M Kapalin kaptur","Helm_M_Kapalin_kaptur","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_kapelusz_01.png","Helm_M_kapelusz_01","Helm M kapelusz","Helm_M_kapelusz_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_kaptur_duzy_Arek.png","Helm_M_kaptur_duzy_Arek","Helm M kaptur duzy Arek","Helm_M_kaptur_duzy_Arek","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_kaptur_pikowany.png","Helm_M_kaptur_pikowany","Helm M kaptur pikowany","Helm_M_kaptur_pikowany","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_lebka_duza_czepiec_vond.png","Helm_M_lebka_duza_czepiec_vond","Helm M lebka duza czepiec vond","Helm_M_lebka_duza_czepiec_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_lebka_duza_vond.png","Helm_M_lebka_duza_vond","Helm M lebka duza vond","Helm_M_lebka_duza_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_lebka_mala_czepiec_vond.png","Helm_M_lebka_mala_czepiec_vond","Helm M lebka mala czepiec vond","Helm_M_lebka_mala_czepiec_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_lebka_mala_vond.png","Helm_M_lebka_mala_vond","Helm M lebka mala vond","Helm_M_lebka_mala_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_lebka_psi_pysk_vond_NPC.png","Helm_M_lebka_psi_pysk_vond_NPC","Helm M lebka psi pysk vond NPC","Helm_M_lebka_psi_pysk_vond_NPC","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_normanski.png","Helm_M_normanski","Helm M normanski","Helm_M_normanski","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_normanski_czapka_vond.png","Helm_M_normanski_czapka_vond","Helm M normanski czapka vond","Helm_M_normanski_czapka_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_normanski_czepiec_vond.png","Helm_M_normanski_czepiec_vond","Helm M normanski czepiec vond","Helm_M_normanski_czepiec_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_normanski_plaski_czapka_vond.png","Helm_M_normanski_plaski_czapka_vond","Helm M normanski plaski czapka vond","Helm_M_normanski_plaski_czapka_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_normanski_plaski_czepiec_vond.png","Helm_M_normanski_plaski_czepiec_vond","Helm M normanski plaski czepiec vond","Helm_M_normanski_plaski_czepiec_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_normanski_plaski_vond.png","Helm_M_normanski_plaski_vond","Helm M normanski plaski vond","Helm_M_normanski_plaski_vond","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_odrzuceni_czapka.png","Helm_M_odrzuceni_czapka","Helm M odrzuceni czapka","Helm_M_odrzuceni_czapka","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_Helm_M_Townsman_Linen_Coif.png","Helm_M_Townsman_Linen_Coif","Helm M Townsman Linen Coif","Helm_M_Townsman_Linen_Coif","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_HeraldicAilette.png","HeraldicAilette","HeraldicAilette","HeraldicAilette","Armor","Shoulders","","",""
"HelmetsandShoulderArmour","icon_ismir_hatchet_01.png","ismir_hatchet_01","ismir hatchet","ismir_hatchet_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_ismir_hatchet_02.png","ismir_hatchet_02","ismir hatchet","ismir_hatchet_02","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_ismir_hatchet_03.png","ismir_hatchet_03","ismir hatchet","ismir_hatchet_03","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_JourneymanBoots.png","JourneymanBoots","JourneymanBoots","JourneymanBoots","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_LeatherCap.png","LeatherCap","LeatherCap","LeatherCap","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_LeatherCap_obojczyk_skora.png","LeatherCap_obojczyk_skora","LeatherCap obojczyk skora","LeatherCap_obojczyk_skora","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_LinenDamaskBattleLeggings.png","LinenDamaskBattleLeggings","LinenDamaskBattleLeggings","LinenDamaskBattleLeggings","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_Azebian_Elite_01.png","LowArm_M_Azebian_Elite_01","LowArm M Azebian Elite","LowArm_M_Azebian_Elite_01","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_Azebian_Elite_02.png","LowArm_M_Azebian_Elite_02","LowArm M Azebian Elite","LowArm_M_Azebian_Elite_02","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_Beggar_Pants.png","LowArm_M_Beggar_Pants","LowArm M Beggar Pants","LowArm_M_Beggar_Pants","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_East_Pants_Skin_1.png","LowArm_M_East_Pants_Skin_1","LowArm M East Pants Skin","LowArm_M_East_Pants_Skin_1","Armor","Feet","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_fartuch_ismir_A.png","LowArm_M_fartuch_ismir_A","LowArm M fartuch ismir A","LowArm_M_fartuch_ismir_A","Armor","Head","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_Glory_Heavy_Armor.png","LowArm_M_Glory_Heavy_Armor","LowArm M Glory Heavy Armor","LowArm_M_Glory_Heavy_Armor","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_Glory_Low_Armor.png","LowArm_M_Glory_Low_Armor","LowArm M Glory Low Armor","LowArm_M_Glory_Low_Armor","Armor","Chest","","",""
"HelmetsandShoulderArmour","icon_LowArm_M_Glory_Low_Armor_Skin_1.png","LowArm_M_Glory_Low_Armor_Skin_1","LowArm M Glory Low Armor Skin","LowArm_M_Glory_Low_Armor_Skin_1","Armor","Chest","","",""
